"Name";"global_id";"Razdel";"Prazdel";"Kod";"Nomdescr";"Idx";
"Оптовая торговля ручными инструментами";"273130657";"G";"GA";"51.54.3";"";"2104";
"Оптовая торговля химическими продуктами";"273130660";"G";"GA";"51.55";"";"2105";
"Оптовая торговля удобрениями, пестицидами и другими агрохимикатами";"273130661";"G";"GA";"51.55.1";"";"2106";
"Оптовая торговля удобрениями";"273130663";"G";"GA";"51.55.11";"";"2107";
"Оптовая торговля пестицидами и другими агрохимикатами";"273130665";"G";"GA";"51.55.12";"";"2108";
"Оптовая торговля синтетическими смолами и пластмассами в первичных формах";"273130667";"G";"GA";"51.55.2";"";"2109";
"Оптовая торговля прочими промышленными химическими веществами";"273130669";"G";"GA";"51.55.3";"";"2110";
"Оптовая торговля непищевым этиловым спиртом, включая денатурат";"273130671";"G";"GA";"51.55.31";"";"2111";
"Оптовая торговля синтетическим каучуком и резиной в первичных формах";"273130673";"G";"GA";"51.55.32";"";"2112";
"Оптовая торговля взрывчатыми веществами";"273130674";"G";"GA";"51.55.33";"";"2113";
"Оптовая торговля прочими промышленными химическими веществами, не включенными в другие группировки";"273130676";"G";"GA";"51.55.34";"Эта группировка включает:^- оптовую торговлю анилином, типографскими красками, эфирными маслами,  промышленными газами, химическими клеями, красящими веществами, метиловым спиртом, парафином, отдушками, ароматическими и вкусовыми веществами, содой,кислотами и серой, крахмалопродуктами и т.п.";"2114";
"Оптовая торговля прочими промежуточными продуктами";"273130678";"G";"GA";"51.56";"";"2116";
"Оптовая торговля бумагой и картоном";"273130679";"G";"GA";"51.56.1";"";"2117";
"Оптовая торговля текстильными волокнами";"273130681";"G";"GA";"51.56.2";"";"2118";
"Оптовая торговля драгоценными камнями";"273130683";"G";"GA";"51.56.3";"";"2119";
"Добыча урановых руд подземным способом, включая способы подземного  и кучного выщелачивания";"273130686";"C";"CA";"12.00.11";"";"212";
"Оптовая торговля прочими промежуточными продуктами, кроме сельскохозяйственных, не включенными в другие группировки";"273130687";"G";"GA";"51.56.5";"Эта группировка включает:^- оптовую торговлю промежуточными продуктами, кроме сельскохозяйственных, например химическими  продуктами, не включенными в другие группировки,  резинотехническими изделиями, изделиями из пластмасс, неметаллическими минеральными продуктами, не включенными в другие группировки";"2120";
"Оптовая торговля отходами и ломом";"273130689";"G";"GA";"51.57";"Эта группировка включает:^- оптовую торговлю (куплю-продажу) металлическими и неметаллическими отходами, ломом, утилем и материалами с целью их повторного использования, включая сбор, сортирование, разделение, разборку использованных изделий (товаров), таких как автомобили с целью получения годных для использования деталей, (пере)упаковывание, хранение и доставку, но без применения процессов их существенной обработки. При этом, покупаемые и продаваемые отходы имеют остаточную стоимость^- разборку отслуживших транспортных средств (разборку автомобилей; оптовую торговлю полученным ломом; продажу годных к употреблению деталей частным лицам и профессиональным пользователям)^Эта группировка также включает:^- сбор стеклотары у населения^Эта группировка не включает:^- обработку отходов, лома и других предметов с получением вторичного сырья. Для этого требуется применение процессов реального преобразования отходов и лома. Получаемое в результате вторичное сырье пригодно для непосредственного использования в производственных процессах и не является конечным новым продуктом, см. 37.10, 37.20^- разрезку автомобилей с использованием механических процессов, см. 37.10^- розничную торговлю бывшими в употреблении товарами, см. 52.50^- обработку отходов не для их последующего использования в производственных процессах, а с целью удаления, см. 90^- сбор и обработку отходов производства и потребления, см. 90";"2122";
"Оптовая торговля машинами и оборудованием";"273130691";"G";"GA";"51.8";"";"2128";
"Оптовая торговля станками";"273130692";"G";"GA";"51.81";"";"2129";
"Добыча урановых руд открытым способом, включая способ кучного  выщелачивания";"273130694";"C";"CA";"12.00.12";"";"213";
"Оптовая торговля деревообрабатывающими станками";"273130695";"G";"GA";"51.81.1";"";"2130";
"Оптовая торговля станками для обработки металлов";"273130698";"G";"GA";"51.81.2";"";"2131";
"Оптовая торговля станками для обработки прочих материалов";"273130700";"G";"GA";"51.81.3";"";"2132";
"Оптовая торговля машинами и оборудованием для добычи полезных ископаемых и строительства";"273130701";"G";"GA";"51.82";"";"2133";
"Оптовая торговля машинами и оборудованием для текстильного, швейного и трикотажного производств";"273130703";"G";"GA";"51.83";"Эта группировка включает:^- оптовую торговлю машинами и оборудованием с программным управлением для текстильного, швейного и трикотажного производств^- оптовую торговлю машинами и оборудованием для обработки шкур, меха, кожи, производства обуви, кожгалантерейных изделий и т.п.^Эта группировка не включает:^- оптовую торговлю бытовыми швейными машинами, см. 51.43";"2134";
"Оптовая торговля компьютерами, периферийными устройствами и программным обеспечением";"273130705";"G";"GA";"51.84";"";"2136";
"Оптовая торговля офисными машинами и оборудованием";"273130707";"G";"GA";"51.85";"";"2137";
"Оптовая торговля офисными машинами";"273130709";"G";"GA";"51.85.1";"";"2138";
"Оптовая торговля офисной мебелью";"273130711";"G";"GA";"51.85.2";"";"2139";
"Добыча и обогащение ториевых руд";"273130713";"C";"CA";"12.00.2";"";"214";
"Оптовая торговля прочими электронными деталями (частями) и оборудованием";"273130715";"G";"GA";"51.86";"";"2140";
"Оптовая торговля прочими машинами и оборудованием";"273130717";"G";"GA";"51.87";"";"2141";
"Оптовая торговля транспортными средствами и оборудованием, кроме автомобилей, мотоциклов и велосипедов";"273130719";"G";"GA";"51.87.1";"Эта группировка включает:^- оптовую торговлю транспортными средствами, кроме автотранспортных средств, мотоциклов и велосипедов, например судами, железнодорожным подвижным составом, летательными аппаратами, включая космические, и прочими транспортными средствами и оборудованием^Эта группировка не включает:^- оптовую торговлю автотранспортными средствами, см. 50.10.1, 50.10.3^- оптовую торговлю деталями для автомобилей, узлами и принадлежностями, см. 50.30.1, 50.30.3^- оптовую торговлю мотоциклами, см. 50.40.1, 50.40.3^- оптовую торговлю велосипедами, см. 51.47.35";"2142";
"Оптовая торговля эксплуатационными материалами и принадлежностями машин и оборудования";"273130721";"G";"GA";"51.87.2";"Эта группировка включает:^- оптовую торговлю эксплуатационными материалами и принадлежностями, не включенными в другие группировки, для машин и оборудования, относящихся к группировке 51.8, например деталями, узлами и принадлежностями машин, не включенными в другие группировки";"2145";
"Оптовая торговля подъемно-транспортными машинами и оборудованием";"273130722";"G";"GA";"51.87.3";"";"2147";
"Оптовая торговля машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий";"273130724";"G";"GA";"51.87.4";"";"2148";
"Оптовая торговля производственным электрическим оборудованием, машинами, аппаратурой и материалами";"273130726";"G";"GA";"51.87.5";"Эта группировка также включает:^- оптовую торговлю проводами, выключателями и прочими электроустановочными изделиями для промышленного использования^- оптовую торговлю прочими электрическими устройствами (электродвигателями, трансформаторами и т.п.)^- оптовую торговлю промышленными роботами^- оптовую торговлю измерительными приборами, инструментами и оборудованием";"2149";
"Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ";"273130728";"C";"CB";"";"";"215";
"Оптовая торговля прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения";"273130729";"G";"GA";"51.87.6";"";"2151";
"Оптовая торговля машинами, оборудованием и инструментами для сельского хозяйства, включая тракторы";"273130731";"G";"GA";"51.88";"";"2152";
"Оптовая торговля тракторами";"273130732";"G";"GA";"51.88.1";"";"2153";
"Оптовая торговля прочими машинами, оборудованием и инструментами для сельского и лесного хозяйства";"273130733";"G";"GA";"51.88.2";"";"2154";
"Прочая оптовая торговля";"273130735";"G";"GA";"51.9";"";"2155";
"Прочая оптовая торговля";"273130737";"G";"GA";"51.90";"Эта группировка включает только оптовую торговлю от своего имени (за собственный счет, без посредников)^Эта группировка включает:^- специализированную оптовую торговлю, не включенную в предыдущие группировки^- оптовую торговлю товарами универсальногоассортимента без какой-либо определенной специализации";"2156";
"Розничная торговля, кроме торговли автотранспортными средствами и мотоциклами; ремонт бытовых изделий и предметов личного пользования";"273130738";"G";"GA";"52";"Эта группировка включает:^- перепродажу (продажу без изменения) новых и бывших в употреблении товаров, главным образом широким слоям населения для личного потребления или для домашнего пользования магазинами, универмагами, палатками, фирмами, выполняющими заказы по почте, уличными торговцами-лоточниками и разносчиками, потребительскими кооперативами и т.п.^- розничная торговля подразделяется, во-первых, по типу торговых точек (розничная торговля в магазинах, см. 52.1 - 52.5; розничная торговля вне магазинов, см. 52.6). Розничная торговля в магазинах в дальнейшем подразделяется на розничную торговлю новыми товарами (см. 52.1 - 52.4) и розничную торговлю бывшими в употреблении товарами (см. 52.5). Розничная торговля новыми товарами в магазинеподразделяется на розничную торговлю в специализированных магазинах (см. 52.2 - 52.4) и розничную торговлю в неспециализированных магазинах (см. 52.1). Вышеперечисленные группировки в дальнейшем подразделяются по виду продаваемых товаров. Торговля вне магазинов представлена разными формами торговли (например, торговля по заказам, торговля на рынках, развозная и разносная торговля, торговля через автоматы и т.п.)^Эта группировка также включает:^- ремонт и установку бытовых изделий и предметов личного пользования, производимые как в сочетании с розничной торговлей, так и независимо от нее^- розничную торговлю через агентов^- деятельность аукционов по розничной торговле^Эта группировка не включает:^- продажу автотранспортных средств и мотоциклов, их деталей, узлов и принадлежностей, а также моторного топлива для этих изделий, см. 50^- торговлю зерном, рудами, сырой нефтью, промышленными химическими веществами, чугуном и сталью, машинами и производственным оборудованием, см. 51^- реализацию пищевых продуктов, включая напитки, для потребления на месте и их реализацию вне предприятий общественного питания, см. 55.30, 55.40, 55.51, 55.52^- прокат бытовых изделий и предметов личного пользования, см. 71.40";"2158";
"Добыча металлических руд";"273130740";"C";"CB";"13";"";"216";
"Розничная торговля в неспециализированных магазинах";"273130742";"G";"GA";"52.1";"";"2166";
"Розничная торговля в неспециализированных магазинах преимущественно пищевыми продуктами, включая напитки, и табачными изделиями";"273130744";"G";"GA";"52.11";"Эта группировка включает:^- розничную торговлю универсальным ассортиментом товаров в магазинах, которые наряду с основной продажей (более 50% в обороте) пищевых продуктов, включая  напитки, и табачных изделий, продают также другие товары (одежду, мебель, бытовые электротовары, скобяные изделия, косметические товары и т.п.)";"2167";
"Розничная торговля в неспециализированных магазинах замороженными  продуктами";"273130746";"G";"GA";"52.11.1";"";"2169";
"Добыча и обогащение железных руд";"273130748";"C";"CB";"13.1";"";"217";
"Розничная торговля в неспециализированных магазинах незамороженными  продуктами, включая напитки, и табачными изделиями";"273130749";"G";"GA";"52.11.2";"";"2170";
"Прочая розничная торговля в неспециализированных магазинах";"273130751";"G";"GA";"52.12";"Эта группировка включает:^- розничную торговлю универсальным ассортиментом товаров, в котором пищевые продукты, включая напитки, и табачные изделия не преобладают^- деятельность магазинов, торгующих товарами универсального ассортимента, в том числе одеждой, мебелью, бытовыми электротоварами, скобяными  изделиями,  косметическими товарами, ювелирными изделиями,  игрушками, спортивными товарами, книгами, газетами, журналами и т.п.";"2171";
"Розничная торговля пищевыми продуктами, включая напитки, и табачными  изделиями в специализированных магазинах";"273130752";"G";"GA";"52.2";"";"2173";
"Розничная торговля фруктами, овощами и картофелем";"273130754";"G";"GA";"52.21";"";"2174";
"Розничная торговля мясом, мясом птицы, продуктами и консервами из мяса и мяса птицы";"273130755";"G";"GA";"52.22";"";"2175";
"Розничная торговля мясом и мясом птицы, включая субпродукты";"273130756";"G";"GA";"52.22.1";"";"2176";
"Розничная торговля продуктами из мяса и мяса птицы";"273130758";"G";"GA";"52.22.2";"";"2177";
"Розничная торговля консервами из мяса и мяса птицы";"273130759";"G";"GA";"52.22.3";"";"2178";
"Розничная торговля рыбой, ракообразными и моллюсками";"273130761";"G";"GA";"52.23";"";"2179";
"Добыча и обогащение железных руд";"273130762";"C";"CB";"13.10";"Эта группировка включает:^- добычу подземным и открытым способами руд, ценных, преимущественно, содержанием в них железа^- подготовку руд к обогащению: дробление и измельчение руд, промывку руд, разделение по крупности (грохочение и классификацию)^-обогащение и агломерацию железных руд^Эта группировка не включает:^- добычу и обогащение серного и магнитного колчедана, см. 14.30^- обжиг серного колчедана, см. 24.13";"218";
"Розничная торговля рыбой и морепродуктами";"273130763";"G";"GA";"52.23.1";"";"2180";
"Розничная торговля консервами из рыбы и морепродуктов";"273130765";"G";"GA";"52.23.2";"";"2181";
"Розничная торговля хлебом, хлебобулочными и кондитерскими изделиями";"273130767";"G";"GA";"52.24";"";"2182";
"Розничная торговля хлебом и хлебобулочными изделиями";"273130768";"G";"GA";"52.24.1";"";"2183";
"Розничная торговля кондитерскими изделиями";"273130770";"G";"GA";"52.24.2";"";"2184";
"Розничная торговля мучными кондитерскими изделиями";"273130771";"G";"GA";"52.24.21";"";"2185";
"Розничная торговля сахаристыми кондитерскими изделиями, включая  шоколад";"273130773";"G";"GA";"52.24.22";"";"2186";
"Розничная торговля мороженым и замороженными десертами";"273130776";"G";"GA";"52.24.3";"";"2187";
"Розничная торговля алкогольными и другими напитками";"273130779";"G";"GA";"52.25";"";"2188";
"Розничная торговля алкогольными напитками, включая пиво";"273130781";"G";"GA";"52.25.1";"";"2189";
"Розничная торговля алкогольными напитками, кроме пива";"273130783";"G";"GA";"52.25.11";"";"2190";
"Розничная торговля пивом";"273130785";"G";"GA";"52.25.12";"";"2191";
"Розничная торговля безалкогольными напитками";"273130787";"G";"GA";"52.25.2";"";"2192";
"Розничная торговля табачными изделиями";"273130789";"G";"GA";"52.26";"";"2193";
"Прочая розничная торговля пищевыми продуктами в специализированных  магазинах";"273130791";"G";"GA";"52.27";"";"2194";
"Розничная торговля молочными продуктами и яйцами";"273130792";"G";"GA";"52.27.1";"";"2195";
"Розничная торговля молочными продуктами";"273130794";"G";"GA";"52.27.11";"";"2196";
"Розничная торговля яйцами";"273130796";"G";"GA";"52.27.12";"";"2197";
"Розничная торговля пищевыми маслами и жирами";"273130798";"G";"GA";"52.27.2";"";"2198";
"Розничная торговля животными маслами и жирами";"273130799";"G";"GA";"52.27.21";"";"2199";
"Выращивание картофеля, столовых корнеплодных и клубнеплодных культур  с высоким содержанием крахмала или инулина";"273130803";"A";"AA";"01.11.2";"Эта группировка включает:^ - выращивание картофеля^ -  выращивание столовых корнеплодных и клубнеплодных культур с  высоким  содержанием крахмала или инулина^ - выращивание семян и  посадочного материала, в том числе элитных и  репродукционных,  предназначенных для реализации^ Эта группировка не включает:^ -  выращивание прочих овощей, см. 01.12.1";"22";
"Добыча железных руд подземным способом";"273130805";"C";"CB";"13.10.1";"";"220";
"Розничная торговля растительными маслами";"273130807";"G";"GA";"52.27.22";"";"2200";
"Розничная торговля прочими пищевыми продуктами";"273130808";"G";"GA";"52.27.3";"";"2201";
"Розничная торговля мукой и макаронными изделиями";"273130810";"G";"GA";"52.27.31";"";"2202";
"Розничная торговля крупами";"273130811";"G";"GA";"52.27.32";"";"2203";
"Розничная торговля консервированными фруктами, овощами, орехами и  т.п.";"273130813";"G";"GA";"52.27.33";"";"2204";
"Розничная торговля сахаром";"273130815";"G";"GA";"52.27.34";"";"2205";
"Розничная торговля солью";"273130816";"G";"GA";"52.27.35";"";"2206";
"Розничная торговля чаем, кофе, какао";"273130818";"G";"GA";"52.27.36";"";"2207";
"Розничная торговля прочими пищевыми продуктами, не включенными в  другие группировки";"273130820";"G";"GA";"52.27.39";"";"2208";
"Розничная торговля фармацевтическими и медицинскими товарами,  косметическими и парфюмерными товарами";"273130821";"G";"GA";"52.3";"";"2209";
"Добыча железных руд открытым способом";"273130823";"C";"CB";"13.10.2";"";"221";
"Розничная торговля фармацевтическими товарами";"273130825";"G";"GA";"52.31";"";"2210";
"Розничная торговля медицинскими товарами и ортопедическими изделиями";"273130827";"G";"GA";"52.32";"";"2211";
"Розничная торговля косметическими и парфюмерными товарами";"273130829";"G";"GA";"52.33";"";"2212";
"Розничная торговля косметическими и парфюмерными товарами, кроме мыла";"273130832";"G";"GA";"52.33.1";"";"2213";
"Розничная торговля туалетным и хозяйственным мылом";"273130833";"G";"GA";"52.33.2";"";"2214";
"Прочая розничная торговля в специализированных магазинах";"273130835";"G";"GA";"52.4";"";"2215";
"Розничная торговля текстильными и галантерейными изделиями";"273130838";"G";"GA";"52.41";"";"2216";
"Розничная торговля текстильными изделиями";"273130840";"G";"GA";"52.41.1";"Эта группировка включает:^- розничную торговлю тканями и трикотажным полотном, бытовыми текстильными изделиями (постельным и столовым бельем: простынями, скатертями, полотенцами и др.)^Эта группировка не включает:^- розничную торговлю коврами и текстильными напольными ковровыми покрытиями, см. 52.48.31";"2217";
"Розничная торговля галантерейными изделиями";"273130842";"G";"GA";"52.41.2";"Эта группировка включает:^- розничную торговлю текстильными галантерейными изделиями: нитками  (швейными, для вязания и др.), тесьмой, кружевами, лентами, исходными материалами для изготовления ковров, гобеленов, вышитых изделий и т.п.^-  розничную торговлю металлическими и пластмассовыми галантерейными изделиями: иглами, вязальными спицами и крючками, пуговицами и т.п.^Эта группировка не включает:^- розничную торговлю аксессуарами одежды, см. 52.42.8";"2219";
"Обогащение железных руд";"273130844";"C";"CB";"13.10.3";"";"222";
"Розничная торговля одеждой";"273130846";"G";"GA";"52.42";"";"2221";
"Розничная торговля мужской, женской и детской одеждой";"273130847";"G";"GA";"52.42.1";"";"2222";
"Розничная торговля нательным бельем";"273130849";"G";"GA";"52.42.2";"";"2223";
"Розничная торговля изделиями из меха";"273130851";"G";"GA";"52.42.3";"";"2224";
"Розничная торговля одеждой из кожи";"273130852";"G";"GA";"52.42.4";"";"2225";
"Розничная торговля спортивной одеждой";"273130854";"G";"GA";"52.42.5";"";"2226";
"Розничная торговля чулочно-носочными изделиями";"273130856";"G";"GA";"52.42.6";"";"2227";
"Розничная торговля головными уборами";"273130858";"G";"GA";"52.42.7";"";"2228";
"Розничная торговля аксессуарами одежды (перчатками, галстуками, шарфами, ремнями, подтяжками и т.п.)";"273130859";"G";"GA";"52.42.8";"";"2229";
"Добыча и обогащение руд цветных металлов, кроме урановой и ториевой руд";"273130861";"C";"CB";"13.2";"";"223";
"Розничная торговля обувью и изделиями из кожи";"273130862";"G";"GA";"52.43";"";"2230";
"Розничная торговля обувью";"273130863";"G";"GA";"52.43.1";"";"2231";
"Розничная торговля изделиями из кожи и дорожными принадлежностями";"273130865";"G";"GA";"52.43.2";"";"2232";
"Розничная торговля мебелью и товарами для дома";"273130867";"G";"GA";"52.44";"";"2233";
"Розничная торговля мебелью";"273130868";"G";"GA";"52.44.1";"";"2234";
"Розничная торговля различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса";"273130870";"G";"GA";"52.44.2";"";"2235";
"Розничная торговля светильниками";"273130871";"G";"GA";"52.44.3";"";"2236";
"Розничная торговля портьерами, тюлевыми занавесями и другими  предметами домашнего обихода из текстильных материалов";"273130872";"G";"GA";"52.44.4";"";"2237";
"Розничная торговля изделиями из дерева, пробки и плетеными изделиями";"273130874";"G";"GA";"52.44.5";"";"2238";
"Розничная торговля бытовыми изделиями и приборами, не включенными в  другие группировки";"273130876";"G";"GA";"52.44.6";"";"2239";
"Добыча и обогащение руд цветных металлов, кроме урановой и ториевой руд";"273130877";"C";"CB";"13.20";"Эта группировка включает:^- добычу подземным и открытым способами руд, ценных, преимущественно, содержанием в них цветных металлов^- подготовку руд цветных металлов к обогащению: дробление и измельчение руд, промывку руд, разделение по крупности (грохочение и классификацию)^- обогащение и агломерацию руд цветных металлов^Эта группировка не включает:^- добычу и обогащение урановой и ториевой руд, см. 12.00^- производство оксида алюминия, никелевого и медного штейна, см. 27.4";"224";
"Розничная торговля бытовыми электротоварами, радио- и телеаппаратурой";"273130879";"G";"GA";"52.45";"";"2240";
"Розничная торговля бытовыми электротоварами";"273130880";"G";"GA";"52.45.1";"";"2241";
"Розничная торговля радио- и телеаппаратурой";"273130882";"G";"GA";"52.45.2";"";"2242";
"Розничная торговля аудио- и видеоаппаратурой";"273130884";"G";"GA";"52.45.3";"";"2243";
"Розничная торговля техническими носителями информации (с записями и без записей)";"273130887";"G";"GA";"52.45.4";"Эта группировка включает:^- розничную торговлю аудио- и видеокассетами, компакт-дисками (CD), цифровыми видеодисками (DVD) (с записями и без записей), грампластинками и др.^- розничную торговлю литературными, учебными и т.п. изданиями на техническихносителях информации^Эта группировка не включает:^- прокат аудио- и видеокассет, компакт-дисков (CD), цифровых видеодисков (DVD), грампластинок и др., см. 71.40.2";"2244";
"Розничная торговля музыкальными инструментами и нотными изданиями";"273130889";"G";"GA";"52.45.5";"";"2246";
"Розничная торговля скобяными изделиями, лакокрасочными материалами и  материалами для остекления";"273130891";"G";"GA";"52.46";"";"2247";
"Розничная торговля скобяными изделиями";"273130893";"G";"GA";"52.46.1";"";"2248";
"Розничная торговля красками, лаками и эмалями";"273130895";"G";"GA";"52.46.2";"";"2249";
"Розничная торговля материалами для остекления";"273130897";"G";"GA";"52.46.3";"";"2250";
"Розничная торговля материалами и оборудованием для изготовления поделок";"273130899";"G";"GA";"52.46.4";"";"2251";
"Розничная торговля санитарно-техническим оборудованием";"273130900";"G";"GA";"52.46.5";"";"2252";
"Розничная торговля садово-огородной техникой и инвентарем";"273130902";"G";"GA";"52.46.6";"";"2253";
"Розничная торговля строительными материалами, не включенными в другие  группировки";"273130904";"G";"GA";"52.46.7";"";"2254";
"Розничная торговля лесоматериалами";"273130906";"G";"GA";"52.46.71";"";"2255";
"Розничная торговля кирпичом";"273130907";"G";"GA";"52.46.72";"";"2256";
"Розничная торговля металлическими и неметаллическими конструкциями и  т.п.";"273130909";"G";"GA";"52.46.73";"";"2257";
"Розничная торговля сборными деревянными строениями";"273130911";"G";"GA";"52.46.74";"";"2258";
"Розничная торговля книгами, журналами, газетами, писчебумажными и  канцелярскими товарами";"273130913";"G";"GA";"52.47";"";"2259";
"Добыча и обогащение медной руды";"273130914";"C";"CB";"13.20.1";"";"226";
"Розничная торговля книгами";"273130916";"G";"GA";"52.47.1";"";"2260";
"Розничная торговля газетами и журналами";"273130917";"G";"GA";"52.47.2";"";"2261";
"Розничная торговля писчебумажными и канцелярскими товарами";"273130919";"G";"GA";"52.47.3";"";"2262";
"Прочая розничная торговля в специализированных магазинах";"273130920";"G";"GA";"52.48";"";"2263";
"Специализированная розничная торговля офисной мебелью, офисным  оборудованием, компьютерами, оптическими приборами и фотоаппаратурой";"273130922";"G";"GA";"52.48.1";"";"2264";
"Розничная торговля офисной мебелью";"273130924";"G";"GA";"52.48.11";"";"2265";
"Розничная торговля офисными машинами и оборудованием";"273130926";"G";"GA";"52.48.12";"";"2266";
"Розничная торговля компьютерами, программным обеспечением и периферийными устройствами";"273130928";"G";"GA";"52.48.13";"";"2267";
"Розничная торговля фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков";"273130929";"G";"GA";"52.48.14";"";"2268";
"Розничная торговля очками, включая сборку и ремонт очков";"273130932";"G";"GA";"52.48.15";"";"2269";
"Добыча и обогащение никелевой и кобальтовой руд";"273130933";"C";"CB";"13.20.2";"";"227";
"Розничная торговля оборудованием электросвязи";"273130935";"G";"GA";"52.48.16";"";"2270";
"Специализированная розничная торговля часами, ювелирными изделиями,  спортивными товарами, играми и игрушками";"273130938";"G";"GA";"52.48.2";"";"2271";
"Розничная торговля часами";"273130941";"G";"GA";"52.48.21";"";"2272";
"Розничная торговля ювелирными изделиями";"273130942";"G";"GA";"52.48.22";"";"2273";
"Розничная торговля спортивными товарами, рыболовными принадлежностями, туристским снаряжением, лодками и велосипедами";"273130944";"G";"GA";"52.48.23";"";"2274";
"Розничная торговля играми и игрушками";"273130946";"G";"GA";"52.48.24";"";"2275";
"Специализированная розничная торговля непродовольственными товарами, не включенными в другие группировки";"273130948";"G";"GA";"52.48.3";"";"2276";
"Розничная торговля товарами бытовой химии, синтетическими моющими средствами, обоями и напольными покрытиями";"273130950";"G";"GA";"52.48.31";"";"2277";
"Розничная торговля цветами и другими растениями, семенами и удобрениями";"273130952";"G";"GA";"52.48.32";"";"2278";
"Розничная торговля домашними животными и кормом для домашних животных";"273130954";"G";"GA";"52.48.33";"";"2279";
"Добыча и обогащение никелевой руды";"273130956";"C";"CB";"13.20.21";"";"228";
"Розничная торговля сувенирами, изделиями народных художественных промыслов, предметами культового и религиозного назначения, похоронными принадлежностями";"273130958";"G";"GA";"52.48.34";"";"2280";
"Розничная торговля бытовым жидким котельным топливом, газом в  баллонах, углем, древесным топливом, топливным торфом";"273130959";"G";"GA";"52.48.35";"";"2281";
"Розничная торговля филателистическими и нумизматическими товарами";"273130962";"G";"GA";"52.48.36";"";"2282";
"Розничная торговля произведениями искусства в коммерческих художественных галереях";"273130963";"G";"GA";"52.48.37";"";"2283";
"Розничная торговля пиротехническими средствами";"273130965";"G";"GA";"52.48.38";"";"2284";
"Специализированная розничная торговля прочими непродовольственными  товарами, не включенными в другие группировки";"273130967";"G";"GA";"52.48.39";"";"2285";
"Розничная торговля бывшими в употреблении товарами в магазинах";"273130969";"G";"GA";"52.5";"";"2286";
"Розничная торговля бывшими в употреблении товарами в магазинах";"273130973";"G";"GA";"52.50";"";"2287";
"Розничная торговля предметами антиквариата";"273130975";"G";"GA";"52.50.1";"";"2288";
"Розничная торговля букинистическими книгами";"273130976";"G";"GA";"52.50.2";"";"2289";
"Добыча и обогащение кобальтовой руды";"273130978";"C";"CB";"13.20.22";"";"229";
"Розничная торговля прочими бывшими в употреблении товарами";"273130980";"G";"GA";"52.50.3";"Эта группировка не включает:^- розничную торговлю бывшими в употреблении автотранспортными средствами и мотоциклами, см. 50.10.2, 50.10.3, 50.40.2, 50.40.3^- розничную торговлю бывшими в употреблении автомобильными деталями, узлами  и принадлежностями, см. 50.30.2, 50.30.3";"2290";
"Розничная торговля вне магазинов";"273130982";"G";"GA";"52.6";"";"2292";
