"Name";"global_id";"Razdel";"Prazdel";"Kod";"Nomdescr";"Idx";
"РАЗДЕЛ А СЕЛЬСКОЕ ХОЗЯЙСТВО, ОХОТА И ЛЕСНОЕ ХОЗЯЙСТВО";"273129222";"A";"";"";"Раздел А охватывает использование природных ресурсов растительного и животного происхождения. Раздел включает деятельность по выращиванию сельскохозяйственных культур, разведению животных (как сельскохозяйственных, так и диких), заготовке леса и сбору дикорастущих лесопродуктов, а также деятельность, связанную с воспроизводством и защитой лесов";"1";
"Производство электросварных с применением сварки под слоем флюса труб";"273129226";"D";"DJ";"27.22.51";"";"1000";
"Производство электросварных с нагревом токами высокой частоты тонкостенных труб";"273129228";"D";"DJ";"27.22.52";"";"1001";
"Производство электросварных с нагревом токами высокой частоты нефтепроводных труб";"273129230";"D";"DJ";"27.22.53";"";"1002";
"Производство электросварных с нагревом токами высокой частоты профильных труб";"273129232";"D";"DJ";"27.22.54";"";"1003";
"Производство электросварных с нагревом токами высокой частоты водогазопроводных труб";"273129234";"D";"DJ";"27.22.55";"";"1004";
"Производство электросварных нержавеющих труб";"273129236";"D";"DJ";"27.22.56";"";"1005";
"Производство электросварных нержавеющих холоднодеформированных труб";"273129237";"D";"DJ";"27.22.57";"";"1006";
"Производство муфт";"273129239";"D";"DJ";"27.22.6";"";"1007";
"Производство муфт для водогазопроводных труб";"273129241";"D";"DJ";"27.22.61";"";"1008";
"Производство муфт под сварку";"273129243";"D";"DJ";"27.22.62";"";"1009";
"Производство прочих соединительных деталей под сварку";"273129245";"D";"DJ";"27.22.63";"";"1010";
"Прочая первичная обработка чугуна и стали";"273129247";"D";"DJ";"27.3";"";"1011";
"Производство холоднотянутых прутков и профилей";"273129249";"D";"DJ";"27.31";"Эта группировка включает:^ - производство прутков и профилей, в  том числе высокоточных, методом холодной  прокатки и холодного  волочения из сортового проката нелегированной и  легированной  стали^ - производство стали-серебрянки путем шлифовки и зачистки  сортового  холоднотянутого (калиброванного) проката из  легированной и нержавеющей  стали";"1012";
"Производство холоднокатаных узких полос и лент";"273129251";"D";"DJ";"27.32";"";"1014";
"Производство гнутых стальных профилей";"273129253";"D";"DJ";"27.33";"Эта группировка включает:^- производство гнутых профилей на роликогибочных машинах с перфорацией, а также производство оцинкованного профилированного настила^Эта группировка не включает:^- производство профилей, полученных ручной гибкой и сваркой, см. 27.10.83";"1015";
"Производство стальной проволоки";"273129256";"D";"DJ";"27.34";"Эта группировка включает:^ - производство нелегированной,  легированной и нержавеющей проволоки методом  холодного волочения  или протягивания, а также производство плющеной ленты^ Эта  группировка не включает:^ - производство проволоки для сварки,пайки и металлизации изделий и колючей  проволоки, см. 28.73";"1017";
"Производство цветных металлов";"273129259";"D";"DJ";"27.4";"";"1019";
"Производство драгоценных металлов";"273129263";"D";"DJ";"27.41";"Эта группировка включает:^ - производство драгоценных металлов,  добытых из комплексных руд, концентратов  и других полупродуктов,  содержащих драгоценные металлы, аффинаж драгоценных  металлов:  золота, серебра, платины и т.п.^ - производство сплавов  драгоценных металлов^ - нанесение покрытия из драгоценных  металлов на драгоценные и недрагоценные  металлы^ - производство  изделий из драгоценных металлов (прутьев, стержней, профилей,  проволоки, пластин, полос, листов, дисков и т.п.)^ - производство  солей и соединений драгоценных металлов^ - производство порошков  драгоценных металлов^ Эта группировка не включает:^ -  производство корпусов часов из драгоценных металлов, см. 33.50.2^  - производство ювелирных изделий из драгоценных металлов, см.  36.22.5";"1020";
"Производство алюминия";"273129265";"D";"DJ";"27.42";"";"1024";
"Производство сырья для получения алюминия";"273129267";"D";"DJ";"27.42.1";"";"1025";
"Производство оксида алюминия (глинозема)";"273129268";"D";"DJ";"27.42.11";"";"1026";
"Производство криолита и фтористого алюминия";"273129271";"D";"DJ";"27.42.12";"";"1027";
"Производство первичного алюминия";"273129273";"D";"DJ";"27.42.2";"";"1028";
"Производство алюминиевых порошков";"273129274";"D";"DJ";"27.42.3";"";"1029";
"Охота и разведение диких животных, включая предоставление услуг в этих  областях";"273129279";"A";"AA";"01.5";"";"103";
"Производство алюминиевых сплавов";"273129281";"D";"DJ";"27.42.4";"";"1030";
"Производство полуфабрикатов из алюминия или алюминиевых сплавов";"273129283";"D";"DJ";"27.42.5";"Эта группировка включает:^- производство полуфабрикатов, включая производство упаковочной фольги, из алюминия и алюминиевых сплавов методом деформации (прокатка, прессование, ковка, штамповка и др.)^Эта группировка не включает:^- производство полуфабрикатов из алюминия и алюминиевых сплавов методом литья (литье по выплавляемым моделям, литье под давлением и т.д.), см. 27.53^- производство фольги, используемой в полиграфии, см. 22.25";"1031";
"Производство свинца, цинка и олова";"273129285";"D";"DJ";"27.43";"Эта группировка включает:^ - производство свинца, цинка и олова  из руды^ - производство свинца, цинка и олова методом  электролитического рафинирования  отходов и лома свинца, цинка и  олова^ - производство сплавов свинца, цинка и олова^ -  производство полуфабрикатов из свинца, цинка и олова или их  сплавов";"1033";
"Производство свинца";"273129287";"D";"DJ";"27.43.1";"";"1035";
"Производство цинка";"273129290";"D";"DJ";"27.43.2";"";"1036";
"Производство олова";"273129292";"D";"DJ";"27.43.3";"";"1037";
"Производство меди";"273129295";"D";"DJ";"27.44";"Эта группировка включает:^ - производство меди из руды^ -  производство меди методом электролитического рафинирования медных  отходов  и лома^ - производство сплавов меди^ - производство  полуфабрикатов из меди или медных сплавов^ - производство  проволоки, стержней и пластин для плавких предохранителей";"1038";
"Охота и разведение диких животных, включая предоставление услуг в этих  областях";"273129297";"A";"AA";"01.50";"Эта группировка включает:^ - охоту, включая ловлю животных, для  получения продуктов питания, шкур, кожи или  для использования в  исследовательских целях, в зоопарках или в качестве  домашних  животных^ - производство пушнины, кожи пресмыкающихся ишкурок  птиц в результате охоты,  в том числе ловли животных^ -  разведение диких животных^ - предоставление услуг по развитию  охоты, в том числе ловли животных, в  коммерческих целях^ Эта  группировка также включает:^ - добычу морских млекопитающих(моржей, тюленей и т.п.)^ Эта группировка не включает:^ -  производство пушнины, кожи пресмыкающихся и шкурок птиц в  результате  разведения животных на фермах, см. 01.25^ -  разведение животных на фермах, кроме диких животных с целью  сохранения вида,  см. 01.25^ - добычу китов, см. 05.01.1^ -  производство шкур и кож на бойнях, см. 15.11.2^ -  спортивно-любительскую охоту, см. 92.62";"104";
"Производство прочих цветных металлов";"273129299";"D";"DJ";"27.45";"Эта группировка включает:^ - производство хрома, марганца,  никеля и т.п. из руд или оксидов^ - производство хрома, марганца,  никеля и т.п. методом электролитического или  алюмотермического  рафинирования отходов и лома этих металлов^ - производствосплавов хрома, марганца, никеля и других металлов^ - производство  полуфабрикатов из хрома, марганца, никеля и других металлов^ -  производство никелевого камня^ - производство спеченных  материалов, необработанных или в виде изделий, не  специфицированных в номенклатуре^ Эта группировка не включает:^ -  производство спеченных материалов, содержащих расщепляющиеся и  радиоактивные вещества, см. 23.30^ - производство режущих  элементов (пластин, накладок и т.п.) для металлорежущего  инструментаиз спеченных материалов, изготовленных на основе  карбидов  металлов, агломерированных путем спекания, см. 28.62^ -  производство кремния электротермическим способом";"1040";
"Производство никеля";"273129302";"D";"DJ";"27.45.1";"";"1044";
"Производство титана";"273129303";"D";"DJ";"27.45.2";"";"1045";
"Производство магния";"273129305";"D";"DJ";"27.45.3";"";"1046";
"Производство вольфрама";"273129307";"D";"DJ";"27.45.4";"";"1047";
"Производство молибдена";"273129309";"D";"DJ";"27.45.5";"";"1048";
"Производство кобальта";"273129310";"D";"DJ";"27.45.6";"";"1049";
"Производство редких (тантал, ниобий, галлий, германий, иридий) и редкоземельных металлов";"273129313";"D";"DJ";"27.45.7";"";"1050";
"Производство отливок";"273129314";"D";"DJ";"27.5";"Эта группировка включает:^ - литье полуфабрикатов и различных  изделий, изготавливаемых для других  организаций по их заказам^  Эта группировка не включает:^ - производство готовых литых  изделий (по каталогу):^ . труб и деталей для них, см. 27.21,27.22^ . котлов и радиаторов, см. 28.2, 28.3^ . бытовых литых  изделий, см. 28.75^ - литье, являющееся частью процесса  производства металлических изделий, см. 27  - 36";"1051";
"Производство чугунных отливок";"273129316";"D";"DJ";"27.51";"Эта группировка включает:^ - производство   полуфабрикатов из чугуна^ - производство   отливок из серого чугуна^ - производство   отливок из чугуна с шарообразным графитом   (отливок из высокопрочного чугуна)^ -   производство отливок из ковкого чугуна^ Эта   группировка не включает:^ - литье, являющееся   частью процесса производства металлических   изделий, см. 27-36";"1053";
"Производство стальных отливок";"273129318";"D";"DJ";"27.52";"";"1055";
"Производство отливок из легких металлов";"273129320";"D";"DJ";"27.53";"";"1056";
"Производство отливок из прочих цветных металлов";"273129321";"D";"DJ";"27.54";"";"1057";
"Производство готовых металлических изделий";"273129324";"D";"DJ";"28";"В группировке 28 классифицируется производство металлических изделий, как правило, статичных, неподвижных (таких как части/детали, емкости и конструкции), в то время как в группировках 29 - 36 классифицируются виды деятельности, связанные с соединением или сборкой таких металлических изделий (иногда с изделиями из других материалов) в более сложные узлы с подвижными частями, если только они не являются чисто электрическими, электронными или оптическими";"1058";
"Производство строительных металлических конструкций и изделий";"273129325";"D";"DJ";"28.1";"";"1060";
"Производство строительных металлических конструкций";"273129327";"D";"DJ";"28.11";"Эта группировка включает:^ - производство сборных строительных  конструкций зданий, в основном, из металла:^ . подсобных  помещений на строительных площадках, модульных элементов  выставочных павильонов и т.п.^ - производство металлических  несущих конструкций (каркасов) зданий и  сооружений^ -  производство металлических несущих конструкций (каркасов)  промышленных  сооружений и оборудования (несущих конструкций  печей, подъемно-транспортного  оборудования и т.п.)^ - монтаж  строительных металлических конструкций собственного производства^  Эта группировка не включает:^ - производство секций судов, см.  35.11.1";"1061";
"Производство строительных металлических изделий";"273129329";"D";"DJ";"28.12";"";"1064";
"Производство металлических резервуаров, радиаторов и котлов центрального  отопления";"273129331";"D";"DJ";"28.2";"";"1065";
"Производство металлических цистерн, резервуаров и прочих емкостей";"273129333";"D";"DJ";"28.21";"Эта группировка включает:^ - производство цистерн, баков,  резервуаров и емкостей из черных металлов или  алюминия  вместимостью не менее 300 л, не снабженных механическими или  нагревательными устройствами, а также емкостей для сжатых или  сжиженныхгазов^ - ремонт и техническое обслуживанию  металлических цистерн, баков, резервуаров и  прочих емкостей для  жидкостей вместимостью не менее 300 л, а также емкостей  для  сжатых или сжиженных газов^ Эта группировка не включает:^ -  производство бочек, банок, баков, барабанов, канистр, ведер,  ящиков и т.п.  вместимостью менее 300 л из стали и легких  металлов, см. 28.71, 28.72^ - производство транспортных  контейнеров, см. 34.20";"1066";
"Производство радиаторов и котлов центрального отопления";"273129335";"D";"DJ";"28.22";"";"1069";
"Производство радиаторов";"273129337";"D";"DJ";"28.22.1";"";"1070";
"Производство котлов центрального отопления";"273129339";"D";"DJ";"28.22.2";"";"1071";
"Предоставление услуг по ремонту и техническому обслуживанию котлов  центрального отопления";"273129341";"D";"DJ";"28.22.9";"";"1072";
"Производство паровых котлов, кроме котлов центрального отопления;  производство ядерных реакторов";"273129343";"D";"DJ";"28.3";"";"1073";
"Производство паровых котлов, кроме котлов центрального отопления;  производство ядерных реакторов";"273129345";"D";"DJ";"28.30";"";"1074";
"Производство паровых котлов, кроме котлов центрального отопления; их составных частей";"273129347";"D";"DJ";"28.30.1";"Эта группировка включает:^- производство паровых или прочих парогенерирующих котлов и котлов, работающих на перегретой воде^- производство вспомогательных установок для использования вместе с паровыми котлами: конденсаторов, экономайзеров, пароперегревателей, паросборников и пароводяных аккумуляторов, охладителей, газовых рекуператоров и др. вспомогательного оборудования для использования с котлами и частей паровых котлов";"1075";
"Производство ядерных реакторов и их составных частей";"273129349";"D";"DJ";"28.30.2";"";"1077";
"Предоставление услуг по монтажу, техническому обслуживанию и ремонту ядерных реакторов и паровых котлов, кроме котлов центрального отопления";"273129351";"D";"DJ";"28.30.9";"";"1078";
"Ковка, прессование, штамповка и профилирование; изготовление изделий  методом порошковой металлургии";"273129353";"D";"DJ";"28.4";"";"1079";
"Лесное хозяйство, лесозаготовки и предоставление услуг в этих областях";"273129355";"A";"AA";"02";"Эта группировка включает:^- деятельность, связанную со сбором лесных дикорастущих материалов^- производство лесоматериалов и продукции лесозаготовок, которая подверглась небольшой обработке, например, топливной древесины или деловой древесины (крепежных стоек, балансовой древесины и т.п.).^Эта группировка не включает:^- дальнейшую обработку древесины, начиная с распиловки и строгания, см. 20^- производство древесного угля, см. 24";"108";
"Ковка, прессование, штамповка и профилирование; изготовление изделий  методом порошковой металлургии";"273129357";"D";"DJ";"28.40";"";"1080";
"Предоставление услуг по ковке, прессованию, объемной и листовой  штамповке и профилированию листового металла";"273129359";"D";"DJ";"28.40.1";"";"1081";
"Предоставление услуг по производству изделий методом порошковой  металлургии";"273129360";"D";"DJ";"28.40.2";"Эта группировка включает:^ - предоставление услуг по  производству изделий непосредственно из  металлических порошков  путем термической обработки (спекания) или под  давлением^ Эта  группировка не включает:^ - производство тонкоизмельченных  металлических порошков, см. 27";"1082";
"Обработка металлов и нанесение покрытий на металлы; обработка  металлических изделий с использованием основных технологических процессов  машиностроения";"273129362";"D";"DJ";"28.5";"";"1084";
"Обработка металлов и нанесение покрытий на металлы";"273129364";"D";"DJ";"28.51";"Эта группировка включает:^- нанесение покрытий на металлы, включая неметаллические покрытия^- термообработку металлов, кроме нанесения металлических покрытий^- прочие виды неформоизменяющей поверхностной обработки металлов: зачистку заусенцев, пескоструйную обработку, обработку деталей во вращающемся барабане (галтовке), очистку поверхности металлов, гравирование металлов, упрочнение (закалку), полирование металлов и т.п.^Эта группировка не включает:^- нанесение покрытия из драгоценных металловна черные или другие металлы, см. 27.41^- предоставление услуг в присутствии заказчика, см. 52.74";"1085";
"Обработка металлических изделий с использованием основных технологических процессов машиностроения";"273129366";"D";"DJ";"28.52";"Эта группировка включает:^- сверление, точение, фрезерование, электроэрозионную обработку, строгание, притирку, доводку, протягивание, рихтовку, резку, шлифование, затачивание, сварку и т.п. обработку металлических изделий^- резку металлов или нанесение надписей на металлы лазерным лучом^- услуги по монтажу и ремонту основных механических деталей оборудования";"1088";
"Производство ножевых изделий, столовых приборов, инструментов, замочных  и скобяных изделий";"273129368";"D";"DJ";"28.6";"";"1090";
"Производство ножевых изделий и столовых приборов";"273129370";"D";"DJ";"28.61";"Эта группировка включает:^ - производство столовых приборов:  ножей, вилок, ложек и т.п.^ - производство ножевых изделий  профессионального или иного использования,  включая охотничьи^ -  производство различных режущих изделий: бритв и лезвий для  бритья, ножниц и  машинок для стрижки волос^ Эта группировка не  включает:^ - производство режущих элементов (лезвий) для машин,  см. 28.62^ - производство столовой, кухонной и прочей посуды, см.  28.75.12^ - производство столовых приборов из драгоценных  металлов, см. 36.22.5";"1091";
"Производство инструментов";"273129372";"D";"DJ";"28.62";"Эта группировка включает:^- производство ножей и режущих элементов (лезвий), в том числе из твердых сплавов и спеченных материалов, для машин и механических устройств^- производство ручного инструмента для использования в сельском и лесном хозяйстве^- производство прочих ручных инструментов: щипцов, клещей, плоскогубцев, отверток и т.п.^- производство пил и режущих элементов для пил, включая дисковые и цепные пилы^- производство сменных рабочих частей для инструментов как ручных, так и механизированных (ручных машин), а также станочных инструментов (включая с алмазным покрытием): сверл, резцов, пробойников, матриц, фрез, инструмента для бурения, прессования, штамповки^- производство кузнечных инструментов и приспособлений: горнов, наковалени т.п.^- производство тисков, зажимов^Эта группировка не включает:^- производство механизированных инструментов (ручных машин), см. 29.41";"1094";
"Производство замков и петель";"273129373";"D";"DJ";"28.63";"";"1098";
"Производство прочих готовых металлических изделий";"273129375";"D";"DJ";"28.7";"";"1099";
"Лесное хозяйство и предоставление услуг в этой области";"273129377";"A";"AA";"02.0";"";"110";
"Производство металлических бочек и аналогичных емкостей";"273129379";"D";"DJ";"28.71";"";"1100";
"Производство упаковки из легких металлов";"273129380";"D";"DJ";"28.72";"";"1101";
"Производство изделий из проволоки";"273129382";"D";"DJ";"28.73";"Эта группировка включает:^ - производство тросов, канатов,  плетеных шнуров и аналогичных изделий из черных  металлов, меди и  алюминия без электрической изоляции^ - производство  многопроволочных неизолированных проводов для воздушных  линий  электропередач из меди и алюминия^ - производство колючей  проволоки из черных металлов^ - производство тканых изделий,  решеток, сеток и ограждений из стальной или  медной проволоки;  просечно-вытяжного листа из черных металлов или меди^ -  производство гвоздей, чертежных кнопок, скрепок, скоб и  аналогичных изделий^ - производство проволоки, присадочных  прутков, труб, пластин и электродов для  сварки, пайки и  металлизации изделий^ - производство швейных игл, вязальных спиц  и аналогичных изделий для ручной  работы";"1102";
"Производство крепежных изделий, цепей и пружин";"273129384";"D";"DJ";"28.74";"";"1106";
"Производство крепежных изделий и пружин";"273129385";"D";"DJ";"28.74.1";"Эта группировка включает:^ - производство заклепок, шайб и  прочих нерезьбовых изделий^ - производство резьбовых изделий:  болтов, винтов, гаек^ - производство пружин: плоских,  пластинчатых, листовых, винтовых, торсионов,  рессор и т.п.,  листов дляпружин^ Эта группировка не включает:^ - производство  пружин для часов, см. 33.50.2";"1107";
"Производство цепей, кроме шарнирных, и составных частей к ним";"273129387";"D";"DJ";"28.74.2";"";"1109";
"Лесоводство и лесозаготовки";"273129389";"A";"AA";"02.01";"";"111";
"Производство прочих готовых металлических изделий";"273129391";"D";"DJ";"28.75";"";"1110";
"Производство металлических изделий для ванных комнат и кухни";"273129392";"D";"DJ";"28.75.1";"";"1111";
"Производство раковин, моек, ванн и прочих санитарно-технических  изделий и их составных частей из черных металлов, меди или алюминия";"273129394";"D";"DJ";"28.75.11";"";"1112";
"Производство столовых, кухонных и прочих бытовых изделий, кроме  столовых и кухонных приборов, и их составных частей из черных металлов, меди  или алюминия";"273129396";"D";"DJ";"28.75.12";"Эта группировка включает:^ - производство металлических изделий  хозяйственно-бытового назначения:  кастрюль, сковород и другой  неэлектрической столовой и кухонной плоской (мелкой)  посуды из  недрагоценных металлов; леек, подставок для утюгов, почтовых  ящиков,  контейнеров для угля и т.п.^ - производство  металлических сеток для мытья посуды, металлических скребков для  кастрюль и перчаток^ Эта группировка не включает:^ - производство  столовых и кухонных приборов (ложек, вилок, половников, шумовок и  т.п.) и ножевых изделий, см. 28.61";"1113";
"Производство прочих металлических изделий, кроме сабель, штыков и  аналогичного оружия";"273129398";"D";"DJ";"28.75.2";"";"1116";
"Производство бронированных или армированных сейфов, несгораемых  шкафов и дверей";"273129399";"D";"DJ";"28.75.21";"";"1117";
"Производство канцелярского настольного оборудования (ящиков, картотек,  лотков и т.п.) из недрагоценных металлов";"273129401";"D";"DJ";"28.75.22";"";"1118";
"Производство деталей для скоросшивателей или папок; канцелярских  принадлежностей и скоб в виде полос из недрагоценных металлов";"273129402";"D";"DJ";"28.75.23";"";"1119";
"Лесозаготовки";"273129405";"A";"AA";"02.01.1";"Эта группировка включает:^- заготовку и первичную переработку лесоматериалов хвойных и лиственных пород, в том числе при проведении рубок главного пользования, промежуточного пользования, прочих рубок:^- валку леса^- раскряжевку хлыстов на сортименты^- заготовку сортиментов^- заготовку деревьев с кроной^- производство топливной древесины^Эта группировка не включает:^- производство древесной щепы, см. 20.10.2";"112";
"Производство статуэток, рам для фотографий, картин, зеркал и прочих декоративных изделий из недрагоценных металлов";"273129406";"D";"DJ";"28.75.24";"";"1120";
"Производство фурнитуры из недрагоценных металлов для одежды, обуви,  кожгалантереи и прочих изделий, в том числе крючков, пряжек, застежек, петелек,  колечек, трубчатых и раздвоенных заклепок и др.";"273129408";"D";"DJ";"28.75.25";"";"1121";
"Производство гребных винтов и их лопастей для судовых двигателей и  лодочных моторов";"273129410";"D";"DJ";"28.75.26";"";"1122";
"Производство прочих изделий из недрагоценных металлов, не включенных  в другие группировки";"273129412";"D";"DJ";"28.75.27";"Эта группировка включает производство:^ - защитных шлемов^ -  указательных табличек, включая дорожные знаки, номерные знаки и  т.п.^ - якорей, кошек, кованых крюков и карабинов^ - приставных  лестниц и лестниц-стремянок^ - анодов для гальваностегии из меди,  никеля, свинца, цинка и олова^ - баков, резервуаров, чанов,  барабанов из меди, свинца, цинка и олова^ - силков, ловушек,  мышеловок и других изделий из проволоки^ Эта группировка не  включает:^ - производство дорожных знаков со встроеннымисточником света, см. 31.50";"1123";
"Производство шпаг, кортиков, штыков, копий и аналогичного оружия и  частей к нему";"273129413";"D";"DJ";"28.75.3";"Эта группировка не включает:^ - производство ремней и подобных  приспособлений для ношения оружия, см.  18.24.31^ - производство  охотничьих, туристских и прочих ножей, см. 28.61^ - производство  чехлов для охотничьих, туристских и прочих ножей, см.19.20^ -  производство ножен и чехлов из драгоценного металла или металла,  плакированного драгоценным металлом, см. 36.22.5^ - производство  фехтовальных рапир, см. 36.40";"1126";
"Подраздел DK ПРОИЗВОДСТВО МАШИН И ОБОРУДОВАНИЯ";"273129415";"D";"DK";"";"";"1128";
"Производство машин и оборудования";"273129416";"D";"DK";"29";"Эта группировка включает производство машин и оборудования, которые оказывают на материалы механическое или тепловое воздействие или при помощи которых выполняются операции с материалами (такие как перемещение, распыление, взвешивание, упаковывание ит.д.), включая производство их частей и составляющих (механических компонентов).^В классе 29 сделано различие между производством оборудования (и частей к нему) общего назначения и оборудования (и частей к нему) специального назначения. Наименованиягруппировок начинаются со слова ""Производство"":^- двигателей (кроме электродвигателей), турбин, насосов, компрессоров, гидравлических систем, трубопроводной арматуры, приводов^- печей и сушильных камер, подъемно-транспортного оборудования, холодильного и вентиляционного оборудования, прочего оборудования общего назначения (например фасовочно-упаковочного и весоизмерительного оборудования, оборудования для фильтрования и очистки и т.д.)^- машин и оборудования для сельского и лесного хозяйства; станков; оборудования специального назначения (например машин и оборудования для металлургии; машин и оборудования для добычи полезных ископаемых и строительства; машин и оборудования для производства пищевых продуктов; текстильных изделий; для изготовления бумаги и картона; переплетного, наборного печатного оборудования; оборудования для обработки мягкой резины, пластмасс и для производства продукции из этих материалов^- оружия и боеприпасов^- бытовых приборов (электрических и неэлектрических)^Эта группировка также включает производство специального оборудования (например, подъемно-транспортного, бурильного и т.п.), предназначенного для установки на пассажирских или грузовых транспортных средствах (автомобилях, судах и т.д.)^Эта группировкане включает:^- производство готовых металлических изделий, см. 28^- производство офисного оборудования и вычислительной техники, измерительного, контрольного и испытательного оборудования, электрической распределительной и регулирующей аппаратуры ит.п., см. 30 - 33^- производство автотранспортных средств общего назначения, см. 34";"1129";
"Производство механического оборудования";"273129418";"D";"DK";"29.1";"";"1138";
"Производство двигателей и турбин, кроме авиационных, ракетных, автомобильных и мотоциклетных двигателей";"273129419";"D";"DK";"29.11";"";"1139";
"Сбор дикорастущих и недревесных лесопродуктов";"273129421";"A";"AA";"02.01.2";"Эта группировка включает:^ - сбор смол, растительных соков,  трав, мхов и лишайников, используемых для  декоративных целей,  сбор дикорастущих лубяных и других растений, используемых  для  плетения, набивки, окрашивания или дубления^ - сбор семян длявыращивания дикорастущих растений^ Эта группировка не включает:^  - выращивание и сбор грибов и трюфелей, см. 01.12.3^ - сбор ягод  и орехов, см. 01.13.24";"114";
